id,danceability,energy,valence,mood
spotify:track:2eB6dVkwbCJayvgplBO6Nt,0.301,0.0212,0.266,Calm
spotify:track:2qCzkyUdNWxGY0lQh0jp8F,0.266,0.0661,0.516,Sad
spotify:track:3I2YenkJ3pTUrCSgCmzkfX,0.376,0.0187,0.121,Calm
spotify:track:31SFfgcrOi5VtaVAQE7qFl,0.371,0.032,0.0573,Calm
spotify:track:3XebcloY8ola1VTGRm6aLP,0.358,0.0874,0.194,Calm
spotify:track:3wOfAFp0qCR8SWsjfSVoev,0.317,0.117,0.453,Calm
spotify:track:1kAYyA2hA8GBjkGgVHYsEB,0.304,0.00897,0.109,Calm
spotify:track:3NT3cMv9qqmIX45fQqwVIU,0.307,0.121,0.396,Calm
spotify:track:3lbo5NWbt8k2xqncCsMB7q,0.207,0.09,0.276,Calm
spotify:track:1DZgGPsQfkz9JUTzP2qQVr,0.425,0.0497,0.255,Calm
spotify:track:0vebajCQqWh9EQ5wAYguqo,0.375,0.0662,0.214,Calm
spotify:track:13ZOm83FYYkh6801bZGoPB,0.507,0.0308,0.205,Calm
spotify:track:6pzQ42eg8TJSNRXR6eoeUs,0.325,0.078,0.845,Sad
spotify:track:2MAUyX6uUTlRBNwOnVDqSe,0.465,0.0343,0.123,Calm
spotify:track:1ETktQHotqA5mRLE3ABnin,0.373,0.0309,0.233,Calm
spotify:track:571Mm5to0AsIT7IPCM5B3E,0.295,0.0503,0.249,Calm
spotify:track:22ifgaP1tUahdVaIn1K4ik,0.23,0.165,0.47,Sad
spotify:track:3pUnfBXv3XTGqdtpHH9a4T,0.361,0.0569,0.168,Calm
spotify:track:4WguFQwPxlxTZ9QEWI88qL,0.334,0.0455,0.147,Calm
spotify:track:3zahvGDaE79KRUr447Jrzw,0.34,0.0494,0.222,Calm
spotify:track:1vpC44p5sO6vvJ6yPxVkt6,0.523,0.0884,0.355,Sad
spotify:track:2gx4U9R8v4vZBcxKIV8oLz,0.28,0.1,0.263,Calm
spotify:track:2btWmph1fQnDcnzYBJNKmI,0.261,0.112,0.547,Sad
spotify:track:4iCLo3ZjF6V1RW4Wz18KMz,0.374,0.0405,0.226,Calm
spotify:track:4NlSuhEcQbnHOPQ2yyYW4b,0.154,0.00527,0.111,Calm
spotify:track:1EA7xsn5BkqM4rwZCaSiTM,0.262,0.0198,0.162,Calm
spotify:track:51K71t2Sk90AVbjVsBcorb,0.396,0.00598,0.039,Calm
spotify:track:63WeYLkKYPF3ybwkvlGEGB,0.342,0.0991,0.267,Calm
spotify:track:6Im3KsvOIR6E3ZhfAlDJvr,0.415,0.0244,0.136,Calm
spotify:track:5QdkQqkU8WgB2sxkUM7wdn,0.436,0.0549,0.295,Calm
spotify:track:0bda1IFiwlTA3qgmTGzMZg,0.569,0.0123,0.426,Sad
spotify:track:4I1mxtKEEH8SKcwumA3rZr,0.296,0.0292,0.162,Calm
spotify:track:33BPMNYcPhcua4D5MhJa6d,0.225,0.0446,0.292,Calm
spotify:track:6qXXV5IzR4C1qUkkZFeTJ6,0.308,0.0746,0.265,Calm
spotify:track:03MQLVWZhp4MTuM1HVnnSg,0.331,0.0225,0.0711,Calm
spotify:track:4sav44BLXb9QUdI4Bul1OV,0.304,0.0367,0.239,Calm
spotify:track:4ysEkzrj9qDMgO9o7834S0,0.327,0.103,0.485,Sad
spotify:track:55gJkKxdKrZqDG6BhzsKc9,0.301,0.042,0.127,Calm
spotify:track:4Fn5tV0lVP6ZniRzXwSWEe,0.431,0.125,0.459,Sad
spotify:track:5elkvtzKLz3UEJP4M8ZmhI,0.441,0.00752,0.199,Calm
spotify:track:6sRiCZOtYsQn8aBeZEVZcF,0.279,0.0322,0.109,Calm
spotify:track:55as6jfARR6xn5g0ZxChCA,0.254,0.0263,0.2,Calm
spotify:track:6xRvgTp2yFfkOua9icx0rD,0.357,0.109,0.144,Calm
spotify:track:0VwYVeHNJbZFgr1LzE5k40,0.555,0.0658,0.161,Calm
spotify:track:6ZWSNL3mdxhmbLh3KSYdqU,0.393,0.0401,0.459,Calm
spotify:track:1GMMCBRboxvDYnm7oOFBNO,0.528,0.0432,0.106,Calm
spotify:track:4yahNdcnGJiZ7ApkzzKQXU,0.508,0.0507,0.182,Calm
spotify:track:5t9WS1mp1WGOqz6lJut8za,0.444,0.121,0.175,Calm
spotify:track:7dMT5XlXtLoFkUBzJapLUr,0.353,0.0687,0.18,Calm
spotify:track:5eVSECRwlo8dpiAVWZImDs,0.331,0.0721,0.274,Calm
spotify:track:0G8O0bm8jxkIoz3WPzTElm,0.325,0.0393,0.16,Calm
spotify:track:2VRtvXFwINloiZyYE5GGNG,0.451,0.0476,0.224,Calm
spotify:track:0aj2EeDljwZkDhTcTIywA7,0.451,0.0679,0.219,Calm
spotify:track:0kijSPgMw8MJ6DTUAg7cTp,0.263,0.0778,0.137,Calm
spotify:track:6zcqQGrFvzNacJmzAm8Ga0,0.292,0.109,0.153,Calm
spotify:track:2xnpQjGerUpem80YNQq8My,0.317,0.0485,0.174,Calm
spotify:track:1ZvZqIoLskfHuZ3A0akrsV,0.313,0.176,0.677,Sad
spotify:track:2uDpyb11bwgMOqLQ1ZQ9E9,0.319,0.0321,0.185,Calm
spotify:track:1hEqY5WgZIpNgZKmuFGNax,0.324,0.104,0.254,Calm
spotify:track:6RXyFqmnqRyVR7hAHSDCnD,0.395,0.0361,0.309,Calm
spotify:track:43DUAcgzPr2kbp2fWRt568,0.383,0.226,0.458,Sad
spotify:track:2iydu5wmxnchiJVB9dfztj,0.282,0.21,0.64,Sad
spotify:track:7sa4kCV6pezAQOSBASKFLH,0.408,0.0613,0.322,Calm
spotify:track:3kkgprUeiPDV0nDQerhq9h,0.309,0.081,0.194,Calm
spotify:track:424kxlBHkHVxwwMkDlPp1s,0.364,0.0393,0.195,Calm
spotify:track:6BKGokQ3PKLFqBlCBjCy8J,0.26,0.168,0.0968,Calm
spotify:track:2yZU1Y2Zagb4Ymm5gK72ab,0.308,0.0902,0.363,Calm
spotify:track:7x29ikGEInCzC5IrN3zMhI,0.289,0.00882,0.175,Calm
spotify:track:2y1o99gVURVZkmIyahWBb5,0.371,0.0304,0.131,Calm
spotify:track:6NQqhCtPoQ544wmrmnYtYL,0.479,0.0298,0.0598,Calm
spotify:track:7ekVkcI3ZD4YJbbxpq9mPR,0.344,0.0334,0.185,Calm
spotify:track:5smttO5h6jZ8dQor21hMkE,0.422,0.0273,0.179,Calm
spotify:track:5V38Yb2mGq3AgKwh5WA49i,0.318,0.0239,0.0768,Calm
spotify:track:26UD6EFThaMnBcmHxb8MOG,0.289,0.0434,0.181,Calm
spotify:track:6qetTUm5h5LvvHCsALacJt,0.401,0.194,0.525,Sad
spotify:track:0WlrMzNOlzqiMXvkTNaefs,0.398,0.0836,0.187,Calm
spotify:track:3ggkhQAdAMUQe7Bz6kmYzr,0.196,0.133,0.448,Calm
spotify:track:19UBwInMQqv987LmQdvu6I,0.178,0.00712,0.0374,Calm
spotify:track:2d35QTcQM3EJroGevSvnEf,0.427,0.051,0.281,Calm
spotify:track:7BcH01qQ67ZUStmNC4qhk8,0.391,0.0326,0.125,Calm
spotify:track:5Lgp1kr0fG9sPe6ZlJKe04,0.309,0.189,0.476,Sad
spotify:track:3e9Gta423esoiEi5AoIApd,0.343,0.0133,0.14,Calm
spotify:track:4dC7pbM5hJxRvU7BJ4hVWC,0.227,0.108,0.213,Calm
spotify:track:2PEiFFvNyMykLb2wxnvBfv,0.409,0.0104,0.527,Sad
spotify:track:6Zn3YUW28L4M2Smxz7tyIB,0.625,0.0114,0.534,Sad
spotify:track:3mVXmQV9nn0MiQynug2nbd,0.355,0.0271,0.259,Calm
spotify:track:5XtP7nT6y4Yl8BhnPkDLjr,0.336,0.00563,0.0702,Calm
spotify:track:4RcazdOk2fclED0uZ1S2K9,0.499,0.0494,0.265,Calm
spotify:track:283b63a2Vz7UwLFGiPNcln,0.292,0.0102,0.117,Calm
spotify:track:5iLMqDI5mRCdK2VSIQYf59,0.295,0.0136,0.113,Calm
spotify:track:4p3aBt5WfldkaRaDfBcfGG,0.126,0.224,0.734,Sad
spotify:track:4hQeiQovsUpgox09PPXw91,0.316,0.00329,0.415,Calm
spotify:track:483q7jVbT1sTIOEopqahEc,0.0,0.173,0.0,Sad
spotify:track:5lm18pjbwdth6ENVllxjfl,0.376,0.0207,0.429,Calm
spotify:track:0Gr2XQOIMaaUH86iOrWGur,0.175,0.143,0.0662,Calm
spotify:track:63UlcXS3kWJXph9FL5zeWA,0.639,0.028,0.4,Sad
spotify:track:7MJ8g0egEkhvGu44IamrDE,0.299,0.184,0.274,Calm
spotify:track:1tjYTA591mOo8jnAlk7T65,0.517,0.41,0.317,Calm
spotify:track:5JSvMEfZI2cbtVXcSKFgse,0.288,0.0497,0.111,Calm
spotify:track:3Zckk6BHuIzsk0oGnH5xAB,0.534,0.13,0.13,Calm
spotify:track:1BncfTJAWxrsxyT9culBrj,0.447,0.449,0.036,Sad
spotify:track:18oB9NlhCMSzlte5KAj5tl,0.451,0.023,0.226,Calm
spotify:track:707BRCe5feUySwv7141QeA,0.378,0.014,0.198,Calm
spotify:track:78hENZb4lorYnIGuASkmiq,0.59,0.0615,0.18,Calm
spotify:track:33FtwY8jXSPaHRtEGFggwO,0.0,0.00394,0.0,Calm
spotify:track:3bHPu8WzSUcmsFnHqaNfdG,0.696,0.192,0.581,Sad
spotify:track:1xWVRCOHH0OzTKQQPqbIPw,0.355,0.0159,0.172,Calm
spotify:track:0Kb8K70ZcgvOnfxhWu4QsC,0.606,0.0293,0.534,Sad
spotify:track:0FqUMEzL1NKcjzalZauz1u,0.404,0.141,0.037,Calm
spotify:track:1yqM5O07lL7R6UAdK5jvrR,0.396,0.0559,0.278,Calm
spotify:track:48i1p3R9l9f7zjcHPJysZZ,0.339,0.00572,0.0616,Calm
spotify:track:6d7Z2xgiSJwf8mHpLic2mt,0.408,0.221,0.352,Calm
spotify:track:6pWgRkpqVfxnj3WuIcJ7WP,0.18,0.226,0.048,Calm
spotify:track:49gFdRRGI5UMHb8j3VnD9x,0.567,0.134,0.0642,Calm
spotify:track:1Kb2DqjHRvOcT5xeWtz3t5,0.0,0.0323,0.0,Calm
spotify:track:0Dkibk70FDp6t7eOZNemNQ,0.231,0.0297,0.07,Calm
spotify:track:5fJD7wh9yoSTpl9d5rgl7l,0.421,0.118,0.175,Calm
spotify:track:02tjXDTJtONTpjw4XZny3n,0.335,0.197,0.176,Calm
spotify:track:6a7vpKrVXdAyMItaQI9ZYS,0.375,0.165,0.0581,Calm
spotify:track:6DiFE5a3ApjWhMGhMmKO9r,0.274,0.0982,0.139,Calm
spotify:track:6dxs9Sv6Ic3oQ3tl6Hozi2,0.355,0.00708,0.16,Calm
spotify:track:1ZC21hJb2GASRkaoZvUcCS,0.324,0.116,0.299,Calm
spotify:track:1lb3H41lbvAN28N7yqRNL9,0.339,0.242,0.711,Sad
spotify:track:4wurHrfvk9zXdcgFuRVwtj,0.227,0.0585,0.0348,Calm
spotify:track:6nwqhRmNfARpidQFUEwjeB,0.442,0.134,0.288,Calm
spotify:track:15m36xE78aYbp6Z9W7TBXv,0.332,0.105,0.0534,Calm
spotify:track:3KG9I4JXpDwNQOsotE3uLh,0.384,0.00341,0.117,Calm
spotify:track:772Bcd8JnXHuDFawYaEvks,0.314,0.11,0.382,Calm
spotify:track:3TdROUy5JZz1OcBKMZjeux,0.34,0.138,0.325,Calm
spotify:track:3bagw7W1Q4nsecXdDV5CAx,0.505,0.433,0.145,Sad
spotify:track:3N1rBcNuTUFSiDwMp19dNO,0.123,0.0395,0.0396,Sad
spotify:track:1VRLrOmRsCryOYDuTknhFJ,0.257,0.397,0.14,Sad
spotify:track:5rtTrffCIo0fmSHZDYPrwr,0.369,0.0507,0.371,Calm
spotify:track:2ro1HWV6SK7r6c6PhRSEpj,0.542,0.0404,0.107,Calm
spotify:track:3kJACFlgn1rg0I0l4XmzLI,0.265,0.146,0.416,Calm
spotify:track:4LWvi5lG5IigKIraGUWkpL,0.338,0.00384,0.159,Calm
spotify:track:6UgcdlUCjlAU5wUg8svWrd,0.523,0.347,0.271,Sad
spotify:track:0DCivwHPSot0Iozp09xDxJ,0.554,0.407,0.449,Sad
spotify:track:43f3oGrYrjcB06aNPVXH2T,0.282,0.0663,0.155,Calm
spotify:track:4yOXEgQONTAdZddIkipZiO,0.611,0.126,0.185,Sad
spotify:track:4MvqWzm7BDfHKkms39axnn,0.324,0.0313,0.145,Calm
spotify:track:2MuWTIM3b0YEAskbeeFE1i,0.543,0.836,0.56,Happy
spotify:track:7wdwIaXUuzlu1grzWMFRJm,0.467,0.9,0.554,Happy
spotify:track:1PtQJZVZIdWIYdARpZRDFO,0.629,0.545,0.194,Sad
spotify:track:25FTMokYEbEWHEdss5JLZS,0.625,0.85,0.633,Happy
spotify:track:3l9CW99AHtExIRV4hW2N5m,0.517,0.906,0.731,Happy
spotify:track:3CIyK1V4JEJkg02E4EJnDl,0.728,0.783,0.555,Happy
spotify:track:2DgdHcjWmO3qd50RzuBLgZ,0.506,0.817,0.506,Happy
spotify:track:1IT0WQk5J8NsaeII8ktdlZ,0.403,0.965,0.431,Happy
spotify:track:5nisKPCPMYqMS8f8t4Xpp9,0.427,0.201,0.0668,Calm
spotify:track:0kYMwaQWABTkFff8AZjmYI,0.326,0.866,0.172,Happy
spotify:track:3Wrjm47oTz2sjIgck11l5e,0.714,0.8,0.589,Happy
spotify:track:4S0zagxseJHOL5ZVnTQA6X,0.601,0.789,0.315,Happy
spotify:track:6k0X05danQOXSBTVek5DU1,0.459,0.878,0.494,Happy
spotify:track:6xeMsEEUC7lhZc9xLty606,0.495,0.725,0.419,Happy
spotify:track:2HbuhhxdEVbqdaJlLxOCfW,0.572,0.9,0.367,Happy
spotify:track:3TfDUStpnEVIlsNlgcKQgJ,0.444,0.669,0.44,Sad
spotify:track:1H4Y9uW4N0LsxJUz0VnaPJ,0.457,0.834,0.201,Happy
spotify:track:1GAIibUEoZjvG4QsrabVWc,0.61,0.894,0.65,Happy
spotify:track:68EkhVWIeULhHxcbi1QhzK,0.68,0.697,0.684,Happy
spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,0.497,Happy
spotify:track:7I4XALvCb2VEmOCtGUe5uY,0.544,0.786,0.446,Happy
spotify:track:1sBvGY100lfD3w6tR22M1D,0.539,0.867,0.837,Happy
spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,0.398,Happy
spotify:track:7DbdUf8aHSYoliSjO6LZv6,0.572,0.839,0.465,Happy
spotify:track:1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,0.216,Sad
spotify:track:2tkoSHC3oBy5MqXA20GCQK,0.614,0.692,0.952,Happy
spotify:track:7l9IqDtVWJurTvkQHq1BGh,0.602,0.626,0.619,Happy
spotify:track:0sTlGEld0h8kIPZaKDYUf4,0.309,0.883,0.312,Happy
spotify:track:11iIikXxC6NP0Ma8vMD27x,0.467,0.757,0.433,Happy
spotify:track:46gSk82duJtX3TTA182ruG,0.442,0.887,0.637,Happy
spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,0.526,0.866,0.248,Happy
spotify:track:1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,0.942,Happy
spotify:track:5Bmc87iF3wRWGyDbzcMrG3,0.492,0.265,0.0922,Calm
spotify:track:34x6hEJgGAOQvmlMql5Ige,0.544,0.897,0.647,Happy
spotify:track:1GjbTNFImFrjFsNdleDe78,0.664,0.613,0.193,Sad
spotify:track:4dVbhS6OiYvFikshyaQaCN,0.398,0.927,0.311,Happy
spotify:track:3IyCL4Em1GOpNGDf451Hg1,0.541,0.907,0.434,Happy
spotify:track:4AGbGF8JPcaH43eCMuANXG,0.771,0.606,0.793,Happy
spotify:track:4wD6EgZCok8Qb5Fs8jszYc,0.633,0.788,0.412,Happy
spotify:track:2Xb6wJYGi0QXwURw5WWvI5,0.783,0.322,0.77,Sad
spotify:track:6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,0.942,Happy
spotify:track:39JofJHEtg8I4fSyo7Imft,0.736,0.906,0.698,Happy
spotify:track:2cSdAkzAf2T4j4aLvx4LLz,0.73,0.907,0.249,Happy
spotify:track:50ZFpw2wS6ERvLmW8TINhq,0.788,0.945,0.466,Happy
spotify:track:7MIhUdNJtaOnDmC5nBC1fb,0.687,0.818,0.886,Happy
spotify:track:40SBS57su9xLiE1WqkXOVr,0.578,0.912,0.68,Happy
spotify:track:1bgKMxPQU7JIZEhNsM1vFs,0.739,0.586,0.444,Happy
spotify:track:7hdNTegC0TCKKoxB6GTFH3,0.674,0.799,0.578,Happy
spotify:track:1RF02Cf80mTaeNXG2P2boR,0.621,0.785,0.779,Happy
spotify:track:3sa06xVNmLLYIxdNNmVQN8,0.763,0.782,0.502,Happy
spotify:track:1M8U7UHu9rhwumTu8IrqeD,0.689,0.788,0.656,Happy
spotify:track:1BXAyGazbybUVNQ0VmGsdl,0.688,0.91,0.77,Happy
spotify:track:7g7OshelYRRnOSEMmisJVI,0.878,0.875,0.84,Happy
spotify:track:6xp1u6ZEHXX8DxJIFFrVoP,0.644,0.879,0.808,Happy
spotify:track:3x4HQL358aI7js8F43mN7S,0.69,0.805,0.874,Happy
spotify:track:0vR2rIVORmgeKiGIgNT0fV,0.733,0.96,0.811,Happy
spotify:track:3nEHrvNNtgLv9rneTAYVr4,0.665,0.738,0.0389,Happy
spotify:track:4RAR8g8fZNB106ezUurnE0,0.75,0.797,0.523,Happy
spotify:track:2LxdNADWier3MKTei8FbOY,0.686,0.892,0.752,Happy
spotify:track:3YgtkOxZsTuaZdL8McA1FQ,0.747,0.867,0.684,Happy
spotify:track:0JpEMzTHbt2zBIXrntrXzG,0.539,0.708,0.381,Happy
spotify:track:0L3XCv9i9IHs8cJEVhsJ3J,0.679,0.762,0.511,Happy
spotify:track:787Y2idwCU2Rk60Prv4wpr,0.747,0.822,0.578,Happy
spotify:track:4iAADGCKIR9GkLGvAHfZUS,0.821,0.781,0.434,Happy
spotify:track:5kyJ6sznnWACqHbw65p34Q,0.706,0.77,0.967,Happy
spotify:track:3YfGTvsTAWGC2lgoDOikUz,0.454,0.931,0.462,Happy
spotify:track:5u4hhtZ7f4rWkMZEZcTKrH,0.747,0.616,0.908,Happy
spotify:track:3JlHRjPt2TNB9h7VFf0im2,0.571,0.937,0.607,Happy
spotify:track:2sLVs5iX0osogh4jcsAJkv,0.678,0.931,0.346,Happy
spotify:track:4WIaDYUIlXsHi4yMF596aI,0.8,0.771,0.886,Happy
spotify:track:5krhFNgUcYHwXlNPJJYzFM,0.812,0.796,0.961,Happy
spotify:track:4CUX44NA1CPEzd0ibMLQsL,0.773,0.74,0.504,Happy
spotify:track:4qtdkdTY1t3RmlmSbWykzR,0.636,0.936,0.415,Happy
spotify:track:3lWQgPeo8TrZZQT4qPScxg,0.803,0.764,0.614,Happy
spotify:track:1vQWFjEC34DHNXrRTFjDxe,0.704,0.903,0.423,Happy
spotify:track:6RHdHHlOAHwFaYS9LUwpYU,0.566,0.689,0.337,Happy
spotify:track:3oyBjanJeqPz5cOMDedCyl,0.775,0.896,0.86,Happy
spotify:track:21H0pUV2uPIPcFnFhgTBjo,0.643,0.585,0.188,Sad
spotify:track:6oYXbji1rn7U6bFuNYekpQ,0.601,0.879,0.589,Happy
spotify:track:3LEgGAl9zLcQWGTp7ptqtQ,0.621,0.747,0.426,Happy
spotify:track:1Rnx52PUuhrLrj306hOZHb,0.687,0.924,0.931,Happy
spotify:track:2DVvsgWrZ4rUjupdRGYEXK,0.588,0.804,0.381,Happy
spotify:track:0hJfuyUwtEYMlGgvr3nzz9,0.817,0.876,0.671,Happy
spotify:track:46E2xeKBLrxS8hJ37Gq35G,0.648,0.775,0.371,Happy
spotify:track:2f2dRxjiUOoV5qhZFbnVO6,0.628,0.997,0.158,Happy
spotify:track:3FN7IJMnUMWZXDw08ix3ot,0.692,0.846,0.827,Happy
spotify:track:5Zn95uMcSkg22ScxTEVmRz,0.691,0.906,0.653,Happy
spotify:track:1GL7vwDnPqCnJ2xGNxNLwG,0.643,0.714,0.205,Happy
spotify:track:7hmdTvWQgw2p8aG26MIdCO,0.641,0.788,0.782,Happy
spotify:track:2Rhh3ZhukJfTKoBVzIYTaf,0.685,0.813,0.805,Happy
spotify:track:6bp0sJ0l3Ab3ZU0aktsYCf,0.534,0.714,0.415,Happy
spotify:track:3nyebfHIhsgRvUJd9wv3u1,0.617,0.719,0.435,Happy
spotify:track:1TcF5F10EN17vraisG1gQv,0.785,0.831,0.673,Happy
spotify:track:0LbZxI8FZU1E48EqF9XgC0,0.777,0.737,0.891,Happy
spotify:track:0yM2YvOGR3cBIoWBeFdtmS,0.674,0.924,0.811,Happy
spotify:track:5zA3gMIFlgnhNQj39GcTqE,0.683,0.977,0.884,Happy
spotify:track:1h4zfNDe8UapUvTuaDsTuM,0.693,0.845,0.498,Happy
spotify:track:7wkTF8cHGCurrfNATqvJLc,0.668,0.85,0.796,Happy
spotify:track:326yOKaTPs91elL1KW794F,0.648,0.795,0.364,Happy
spotify:track:7uJkYfpWvJiiBGsChnk56I,0.821,0.732,0.802,Happy
spotify:track:3ec1mgb7R6yhRvzp3DaTus,0.573,0.736,0.185,Happy
spotify:track:7quk6gEs1XOu8LOO6iaDZJ,0.72,0.908,0.916,Happy
spotify:track:1TytykMo9zFzNdRbqTxfep,0.629,0.917,0.627,Happy
spotify:track:67uiBfnqH39zmGWU63NxhS,0.831,0.632,0.419,Happy
spotify:track:7qhFWlQpahKJT9LcL6qTH4,0.764,0.84,0.67,Happy
spotify:track:33o5QF5ZEAllqV4jDnRYu7,0.785,0.86,0.787,Happy
spotify:track:0KG7XrgM20KEmJrKsyFDAm,0.584,0.955,0.486,Happy
spotify:track:09rcsC6M15EZPbCVmrqUYK,0.602,0.823,0.518,Happy
spotify:track:0KF938333oCvIXDxe72K44,0.639,0.878,0.842,Happy
spotify:track:587xXusqiMW9gSXkNK8Zxf,0.677,0.732,0.242,Happy
spotify:track:05QGJav2nGJ9qdQ3vG9A9t,0.803,0.935,0.738,Happy
spotify:track:20b1ZBMGOZjuGvNFncIIP7,0.624,0.94,0.882,Happy
spotify:track:1UNYQXk8b0GPbupETN4IHL,0.705,0.938,0.614,Happy
spotify:track:6VcpaoEQRxc9wrAtYBqKwz,0.672,0.8,0.8,Happy
spotify:track:28pQcTJag5xFasUq2fw9PK,0.65,0.801,0.605,Happy
spotify:track:4xWyU0pUsm25vh4v4omUkC,0.657,0.816,0.584,Happy
spotify:track:1Kmth9jEjaymopjSRBmtkz,0.53,0.807,0.263,Happy
spotify:track:4z2ZZU3skkejktx83PbKiR,0.601,0.947,0.669,Happy
spotify:track:5jOhS3S7vTj9yQ4UmEk8qj,0.738,0.936,0.27,Happy
spotify:track:5OLSGox6JVpAyEQuoSYRcs,0.673,0.839,0.24,Happy
spotify:track:3yZsBXwiQkqLjnWYip17Uu,0.782,0.728,0.602,Happy
spotify:track:5MnmuLgPmsAFkmG5n85cna,0.624,0.966,0.758,Happy
spotify:track:3wfNiPBrzDwuanE75Ar6pS,0.596,0.743,0.531,Happy
spotify:track:7sMYJtxTHZKCDr48rAoA4J,0.75,0.85,0.877,Happy
spotify:track:6iZ2inFhxOuHKxOlTwwhZq,0.737,0.837,0.575,Happy
spotify:track:2gTF3yPxvDpW2EAYbOVeIt,0.48,0.952,0.634,Happy
spotify:track:1ap4zdsBydWPSXJqDBqtNL,0.69,0.847,0.49,Happy
spotify:track:6oELcspL4BONtElLhJfBPI,0.737,0.682,0.393,Happy
spotify:track:4UQy41kC5LjzwQuiuWOpwA,0.558,0.715,0.297,Happy
spotify:track:0QZyAYqpbsfnBfZ4vMRSVd,0.692,0.856,0.963,Happy
spotify:track:1BMFet4vUoOgpLYIl3kVMQ,0.653,0.978,0.756,Happy
spotify:track:342xhiMfFuR0zXbG35VIjy,0.674,0.667,0.715,Happy
spotify:track:2GAIcRjMNkAiLaoXbNm0VW,0.681,0.727,0.551,Happy
spotify:track:7kG1Lv9NFFtvvUeyYHLG7R,0.713,0.81,0.747,Happy
spotify:track:5yPEJ4UF90Km4KmLl2h4EE,0.712,0.796,0.605,Happy
spotify:track:4KqA0GwEKbc96WyfIZn3SV,0.727,0.822,0.855,Happy
spotify:track:6G5FowwtZDxaRO5jf3l9rV,0.739,0.75,0.946,Happy
spotify:track:3LR2EPyj36gxYgCYbC0au0,0.601,0.711,0.512,Happy
spotify:track:5kVXjAxYDkN57tZQi0JKya,0.658,0.908,0.45,Happy
spotify:track:6a8LfgC5aAaHNhsQcGQY1r,0.61,0.765,0.243,Happy
spotify:track:0FBdJP7yzvq88bG1keGgt4,0.809,0.765,0.613,Happy
spotify:track:2w1rG2MPE4vF77znvevuz5,0.537,0.964,0.509,Happy
spotify:track:7kEh6jNlJOAhC0lv6XV3iw,0.776,0.614,0.43,Happy
spotify:track:3D3fw7H4zK3S6prSBncAkt,0.699,0.785,0.642,Happy
spotify:track:102rhgJ5PEFt62e0PumSF2,0.786,0.718,0.525,Happy
spotify:track:41za80kTVaQpZwtPfPtPYB,0.672,0.881,0.68,Happy
spotify:track:5OlgbvkngYf6dibaafcqcO,0.747,0.712,0.327,Happy
spotify:track:3K1RnBxBkrMwoBE8gC63eY,0.714,0.811,0.736,Happy
spotify:track:3aNxfCcd9EohIxKmcQv1zn,0.591,0.921,0.436,Happy
spotify:track:2c0dsTO43eKPOjdNvcgkkj,0.601,0.832,0.409,Happy
spotify:track:2hLczPN5CH5qhc6J4WBJHs,0.728,0.95,0.812,Happy
spotify:track:3IfCmk4YbYwaOqtsd4iZqm,0.768,0.861,0.725,Happy
spotify:track:2vfcLK0mU3JhMC6vscawrM,0.627,0.883,0.462,Happy
spotify:track:5d3Wbdgw3zIf8B5eGXznLL,0.692,0.845,0.158,Happy
spotify:track:1AhiOzObMBqfonJDKtirj9,0.646,0.769,0.275,Happy
spotify:track:3pBv3LfvfPft2TqHleqKHo,0.662,0.794,0.641,Happy
spotify:track:0TRXeJE4GjC6hpX3WovRP9,0.58,0.893,0.355,Happy
spotify:track:5Yg3kRGlB8UB6Sa8Fq4njc,0.631,0.841,0.366,Happy
spotify:track:2uIL3PP6fRnO2DWcKLqiiV,0.413,0.845,0.395,Happy
spotify:track:5PXZlm9dBDA8dBXxle5Da8,0.567,0.865,0.509,Happy
spotify:track:6p8uRRGziFLcA3QDvWxEPM,0.716,0.853,0.593,Happy
spotify:track:7cujJQPxdHeDz5mKLmv0bu,0.587,0.826,0.274,Happy
spotify:track:6VpRQDOM7nQ6viuVUSXWGn,0.401,0.786,0.264,Happy
spotify:track:1gRBmiwyf7vRj2MNRvngqQ,0.853,0.804,0.29,Happy
spotify:track:5w7sO0tWXMmctwKnJZu24v,0.87,0.532,0.358,Happy
spotify:track:1QuoMcTglBzFIsPwiXHNQQ,0.618,0.956,0.772,Happy
spotify:track:1EnEHZbvVEq3wtIj0408HY,0.865,0.752,0.922,Happy
spotify:track:6wnzt59p7i8cAyuWl1avwr,0.502,0.554,0.512,Sad
spotify:track:2r2iXx5hvklZXkXKwVrqvU,0.689,0.897,0.329,Happy
spotify:track:1EdmLWe4HDbrw5CM0bOnxS,0.774,0.851,0.463,Happy
spotify:track:2KTO4mRnARHCqXhV8f6MBj,0.563,0.83,0.41,Happy
spotify:track:0KU8W0lHfsNlH7lfV1dz29,0.521,0.927,0.0429,Happy
spotify:track:7KDQodSd62lRySw3kjHYXJ,0.573,0.867,0.409,Happy
spotify:track:5ugYo7xM632grP29JqjxZa,0.474,0.777,0.8,Happy
spotify:track:4MyPLcBTpqfXZJKcUhMXOg,0.554,0.93,0.431,Happy
