id,danceability,energy,valence,mood
spotify:track:42cskWMuFydbI9f9um1sTj,0.265,0.0119,0.35,Calm
spotify:track:0kpHSnJTru2qYTk0WFDsyA,0.361,0.0649,0.354,Calm
spotify:track:6zo1cdRzbCvGZmJVJEk8TS,0.509,0.0154,0.37,Calm
spotify:track:5IevvlxHT4pygUgmZlxhNy,0.35,0.0617,0.0931,Calm
spotify:track:4BLjftEzGWk5hqVdcWbRPM,0.554,0.0158,0.279,Calm
spotify:track:5w3O0ONMHCM9YmTS96fplL,0.529,0.0103,0.281,Calm
spotify:track:4k8N1HD7vWq4Hg02QfnesO,0.327,0.0335,0.103,Calm
spotify:track:6fjZ39b5dT9uZzFsVRLwSi,0.461,0.0286,0.471,Sad
spotify:track:7JuANIIOksqHRFXgE8tEld,0.325,0.0615,0.312,Calm
spotify:track:1f12vrnCzIvlJ4zyCDTYvp,0.358,0.0122,0.21,Calm
spotify:track:0Q2cbRo8CSarvKg6rGc4iK,0.428,0.0258,0.179,Calm
spotify:track:5VKVUectaKrr9Mq9m3fnWT,0.51,0.108,0.286,Calm
spotify:track:6FLe5vn84JPgAAiKz6ofkX,0.493,0.0159,0.313,Calm
spotify:track:1tPeUoPyQkH8xvr9MqMXT3,0.367,0.0577,0.262,Calm
spotify:track:4U9X7vhbPaRiYihnQOSyj5,0.332,0.0402,0.246,Calm
spotify:track:4EIbWNNAT3TqvzflNhGKyU,0.439,0.0237,0.16,Calm
spotify:track:7yplIuBnFYA8eUje0Vi0UP,0.415,0.0875,0.204,Calm
spotify:track:67ntAUXUgYdO3YUt04zk5E,0.328,0.00746,0.178,Calm
spotify:track:1xR0V8wNOmGjNd9L6lo7wM,0.431,0.0248,0.257,Calm
spotify:track:2doa89JBg5ZXBKcMNZnIu2,0.406,0.0737,0.425,Sad
spotify:track:5HbLcDxxjtJ0800p6RjoeH,0.327,0.0191,0.151,Calm
spotify:track:6rvmhiAd5jtT5CzLIcnj4p,0.405,0.0187,0.229,Calm
spotify:track:0uSyj4g5Qh5zCcbyMJufbY,0.434,0.041,0.16,Calm
spotify:track:0WM2fu4FoREAkHiD25SAOj,0.467,0.0308,0.192,Calm
spotify:track:6OIKgnO4zehihKR2ba6vlm,0.339,0.00903,0.27,Calm
spotify:track:1DeFsFITQCaI7J881M33W9,0.265,0.0104,0.115,Calm
spotify:track:2t9Fi5LCyFyha1EfaPqVD9,0.243,0.0101,0.127,Calm
spotify:track:3Q1HOPyyOPygEkiF5j8TDL,0.455,0.0229,0.118,Calm
spotify:track:5aqsEPDq44asJ3eJDlYq1F,0.499,0.0613,0.243,Calm
spotify:track:0y7I045qDUH1carkgTB2UG,0.377,0.0751,0.516,Sad
spotify:track:7jUgBIVfc6C2YfFqFmETxz,0.538,0.0101,0.481,Sad
spotify:track:3c2mI16b5l3zEPNsNdWqSf,0.448,0.00919,0.0953,Calm
spotify:track:0Y8MBkgAK872pVX48wWpL5,0.351,0.0335,0.24,Calm
spotify:track:3cn7PHrN7FdhOrH2wqPeKe,0.292,0.0747,0.409,Calm
spotify:track:7zVpXNJWZTx9VFGsASdvDb,0.321,0.0269,0.193,Calm
spotify:track:3SV20Qhy0Ttd1f8fIZQiUT,0.43,0.00699,0.19,Calm
spotify:track:3ZvBA6TQA4CTOZNOyxou90,0.31,0.0352,0.148,Calm
spotify:track:6eir7TDacjXjFscPxDFHC4,0.225,0.00332,0.394,Calm
spotify:track:49VzYsJHrITQOn28WBMztb,0.496,0.0317,0.256,Calm
spotify:track:0eMa3P0kQJjYqguUgKFt4y,0.435,0.0405,0.129,Calm
spotify:track:7F6hlMdM7OrUw8C1W4pjAC,0.641,0.0114,0.483,Sad
spotify:track:2oafUifmaR1uBS3o9o7uLO,0.345,0.0305,0.137,Calm
spotify:track:5gbZe9oyXXQDMLXFGsR4YC,0.441,0.00957,0.373,Calm
spotify:track:1KCIBiCtznGzZWuB1IWHJk,0.557,0.0177,0.397,Calm
spotify:track:0vebajCQqWh9EQ5wAYguqo,0.375,0.0662,0.214,Calm
spotify:track:1g3qZv1GGqwMBrXzogTpTx,0.663,0.0132,0.327,Sad
spotify:track:0tMRFAZNW3Mu4cMV0QUw0Q,0.438,0.0928,0.347,Calm
spotify:track:0EgbLbMqBzyEjIySBupBqH,0.408,0.0632,0.256,Calm
spotify:track:5Y223UTPJjOIDVS2vs73g0,0.414,0.0257,0.21,Calm
spotify:track:3x16lncPJzr2VDTtVrPpgj,0.481,0.0246,0.127,Calm
spotify:track:7AZCidWfobiJzWoxPB67gr,0.586,0.0805,0.213,Calm
spotify:track:3iTgM3cDPpZCQ4GL1pP0Ss,0.469,0.0029,0.509,Sad
spotify:track:0tL0JB08d5De5zBko245Y8,0.352,0.0464,0.339,Calm
spotify:track:244BGt6n916G7NdoOUKSsX,0.412,0.0451,0.762,Sad
spotify:track:75XNNOrKVTwJ1lEGbE1a8q,0.259,0.0424,0.3,Calm
spotify:track:7hVcd9PDdO0xK8vE3WQqnV,0.297,0.0126,0.386,Calm
spotify:track:6yFNVbbhoPzPmGCYZWlFcw,0.362,0.0317,0.329,Calm
spotify:track:10qZCmeusg6BbdHDTMADpr,0.396,0.0281,0.296,Calm
spotify:track:5Nx2GkAaDfh18aZ99OyctW,0.364,0.064,0.403,Calm
spotify:track:2QvgJkZmnXdozvMMgfohJp,0.289,0.034,0.141,Calm
spotify:track:5zj5thfMd7zGlgMGIBbLag,0.472,0.0307,0.301,Calm
spotify:track:5xm1Ot6JDIp5r9SFM6XQrW,0.377,0.0226,0.159,Calm
spotify:track:4EQRrRdoQ8vC4ULe8Kygpw,0.611,0.0126,0.263,Calm
spotify:track:5TRzmeTTbtVrsblB0HTZn7,0.495,0.084,0.453,Sad
spotify:track:2vcdqUMFMbKYvqzBYsVZDn,0.375,0.0141,0.0443,Calm
spotify:track:70pC9IQb39VDNUm3Uio5kD,0.441,0.018,0.204,Calm
spotify:track:63oFS9JTsvadCXUqwqA7p0,0.47,0.0593,0.178,Calm
spotify:track:5DWI8rBs9a5fyeR35poYYm,0.527,0.0338,0.179,Calm
spotify:track:3XQE7ZJGVZTcPcZMZslJk5,0.49,0.0207,0.408,Calm
spotify:track:0BZLKyvqypWnn5kfysaNPt,0.446,0.018,0.2,Calm
spotify:track:5TQcYO4moNRTTrtM5Frj30,0.499,0.033,0.236,Calm
spotify:track:1FxrWXRLIi0aUDlTQNLQZY,0.516,0.0267,0.378,Calm
spotify:track:7ex04ig5hEOizRLHLGlLO7,0.328,0.00758,0.151,Calm
spotify:track:7a4ZCgxbjGlcOEDXeadkGS,0.323,0.0015,0.298,Calm
spotify:track:7hb7SEHUZXGA6O3ZZBoQGn,0.366,0.0905,0.234,Calm
spotify:track:2HwCcCi8Up9NECNBRt0yTV,0.356,0.0186,0.154,Calm
spotify:track:2m7XqU0gRlcPasjZCKvp6f,0.499,0.0682,0.636,Sad
spotify:track:6tw5ZIanXzO4ufu4abt7Vn,0.402,0.0185,0.237,Calm
spotify:track:0W73eBalLv7GGi8YeWEXd1,0.532,0.023,0.189,Calm
spotify:track:4W4kAu3nU0Zp8WH7owpjbn,0.411,0.00955,0.223,Calm
spotify:track:63PdrrV4D4DtKpB4JEKMTJ,0.371,0.0698,0.194,Calm
spotify:track:4RfSDsnP15kSfeu4FxItmX,0.285,0.0186,0.122,Calm
spotify:track:0p6olbVHkNaijGRG6IDEnK,0.456,0.0555,0.38,Calm
spotify:track:0wNiKz7dVespHZP02RCDlE,0.392,0.0632,0.26,Calm
spotify:track:08DMzELdDyuk2DDd26C28y,0.499,0.0791,0.532,Sad
spotify:track:6Ab0DT2fQv7ZQWxfMBrqZP,0.376,0.0319,0.156,Calm
spotify:track:5UOhiSuywxh22VLsnTieUW,0.574,0.00617,0.125,Calm
spotify:track:4uHzzAb1p6gK5unlp64Vrg,0.442,0.0719,0.326,Calm
spotify:track:0ECmXrwUI8YqLnKKom8jq1,0.381,0.0535,0.199,Calm
spotify:track:6gP1lRXjWOCwkwOiuhITvm,0.25,0.0067,0.0921,Calm
spotify:track:5Ooy87HjMYRxy5qiRNsilk,0.39,0.0483,0.229,Calm
spotify:track:50Ihxe8oJ8cQ1tDYoehuTc,0.354,0.0368,0.157,Calm
spotify:track:3hy3BLtI2pYAGZOjNvg8Hy,0.462,0.0404,0.125,Calm
spotify:track:4dHsrfybYMwR47LWYjLxR5,0.355,0.011,0.124,Calm
spotify:track:502QNU8kHHhL4rA9ft0Jcl,0.454,0.0783,0.221,Calm
spotify:track:600m7rqCDlRD80E9MQtVZB,0.276,0.0566,0.108,Calm
spotify:track:4xqtdONrwig5n3JGVBz1nv,0.486,0.046,0.167,Calm
spotify:track:6stVkYBRCRAL6Eqomde583,0.501,0.084,0.322,Calm
spotify:track:7d5LYgI4nXAQD0UdxMr8iE,0.259,0.0347,0.229,Calm
spotify:track:0npBzVrDKbhg6khGMBuFzQ,0.46,0.0272,0.34,Calm
spotify:track:4vdzY5DNQGGb3pby9pprKD,0.367,0.0396,0.0505,Calm
spotify:track:1lrgqrIxD3tDYVv6n3i1aL,0.296,0.0204,0.0925,Calm
spotify:track:36wwYDM1vuWHuocV3Nq9hf,0.343,0.0498,0.566,Calm
spotify:track:4b4DLYtksvYepzKqdgSkAz,0.477,0.0343,0.134,Calm
spotify:track:5DezuV0RFcMcgA11UGdGBR,0.419,0.043,0.375,Calm
spotify:track:3v9b94v3ja4RL480ZrJ6bI,0.487,0.00855,0.171,Calm
spotify:track:0TID2XzKx1DFybP338IxkU,0.509,0.0316,0.348,Calm
spotify:track:3N79AZhe7FiBgF7leqGhHt,0.258,0.00467,0.285,Calm
spotify:track:08YpIbdhqosOuZl9cddBHF,0.386,0.0172,0.26,Calm
spotify:track:2UscVwaSo0fbaX5QxVgqH8,0.431,0.00807,0.334,Calm
spotify:track:0HUbTiZUqqQWmA4GKwJWOv,0.411,0.0797,0.199,Calm
spotify:track:5Xg2TWsPN5JK4k0FcgOwYJ,0.245,0.0226,0.153,Calm
spotify:track:2AE6p5RRHnLxAllP1zdXPt,0.291,0.0763,0.181,Calm
spotify:track:5KikhbdQUWeO0CsloJVCPK,0.319,0.0911,0.272,Calm
spotify:track:0NQrHEQ4wPot63kIRzjASq,0.417,0.0285,0.237,Calm
spotify:track:2StQJ41DNRKRHNfGbKexPM,0.333,0.072,0.271,Calm
spotify:track:1MoboyfmxM1P6tgpEnnfud,0.455,0.0559,0.415,Calm
spotify:track:5Wp5IP3REfgDJnxKeUOfb3,0.493,0.0372,0.348,Calm
spotify:track:1UY1Fr1IExkpYxxxxUWFug,0.31,0.0619,0.146,Calm
spotify:track:5BxHusXv0AvPFlm0wGbYv3,0.463,0.0669,0.23,Calm
spotify:track:43gzo5RNf3HP1OLoJQsmQG,0.559,0.0176,0.162,Calm
spotify:track:5t9WS1mp1WGOqz6lJut8za,0.444,0.121,0.175,Calm
spotify:track:0OyfmSpjOUz6k0swecwQEw,0.447,0.0136,0.14,Calm
spotify:track:5vz0Vls8TbtlI58CHQrIpb,0.515,0.048,0.0944,Calm
spotify:track:7e9rtvEfKg3QkMkZrZtTnW,0.325,0.0546,0.127,Calm
spotify:track:5YB0FJ63K0g5ZXw0BN4HXF,0.315,0.0251,0.144,Calm
spotify:track:7uN2L2nq8gfUBOUfHtSkQX,0.353,0.00904,0.161,Calm
spotify:track:445KHitEvap0tspDZ3C78V,0.366,0.0716,0.172,Calm
spotify:track:54MnM9dYvVaV9jAZLcZu7P,0.376,0.0851,0.265,Calm
spotify:track:7tJDHTlzyUK1nsbSD2rf6f,0.397,0.0348,0.247,Calm
spotify:track:025aQi6Ffw676y8m4zLPk7,0.464,0.0639,0.317,Calm
spotify:track:18S2PRuactalb1hwBxfwGl,0.329,0.0375,0.191,Calm
spotify:track:695BxK7VbbK6M4CRvtR5Sn,0.274,0.033,0.175,Calm
spotify:track:4iCLo3ZjF6V1RW4Wz18KMz,0.374,0.0405,0.226,Calm
spotify:track:5e5tJl04Fp74oHxpsrC7Tk,0.307,0.025,0.159,Calm
spotify:track:4SGQ9TT7NTUAMnYvuwsWfW,0.322,0.0171,0.155,Calm
spotify:track:059ryoQJ8Nt3xndqMJWDHk,0.618,0.0452,0.453,Sad
spotify:track:4ZdgNKRy8OJcuUEAfErHfZ,0.444,0.0231,0.399,Calm
spotify:track:0kDuotZ7G61nk9rQNcHBbK,0.506,0.0211,0.299,Calm
spotify:track:5dmd3hir8TFWwUwO9vLGjk,0.273,0.032,0.225,Calm
spotify:track:4xPcKCcKH9ioUiOxLloJOa,0.502,0.0189,0.0382,Calm
spotify:track:2FOlLBy4G6UKrSNgHrestM,0.337,0.0749,0.223,Calm
spotify:track:1qb6AsW7Y4kXTQpExCW2xm,0.369,0.0782,0.304,Calm
spotify:track:0OpKRZqOmoSCtjfpkOa6Ew,0.325,0.0369,0.392,Calm
spotify:track:6TOY3VJAAMb2uRfYLBvCXR,0.426,0.069,0.192,Calm
spotify:track:7rXBrWGuXfc64IG5gD7Kee,0.442,0.0272,0.287,Calm
spotify:track:5MWKM287iNZv276AkNnJaM,0.303,0.0144,0.299,Calm
spotify:track:0Wycng7AsIXY48TYFgEtYr,0.426,0.0168,0.284,Calm
spotify:track:5ZADutZI6cNNyeYcSAiGbb,0.419,0.0643,0.0943,Calm
spotify:track:7KGvAbdvYZEtTOCIWNG205,0.398,0.0578,0.702,Sad
spotify:track:2cTUL54dd9dHbsxkio7Wtz,0.61,0.0672,0.33,Sad
spotify:track:7bpquLnlXXBPG7VsR0QKM1,0.331,0.0713,0.154,Calm
spotify:track:47tqkzmEb9HmxGYXA0HERN,0.486,0.00762,0.408,Calm
spotify:track:634pdMJ4hY7Ttaf8B45C0C,0.384,0.0102,0.299,Calm
spotify:track:6wnhi4gipABWBE4JNHp7lm,0.33,0.0261,0.116,Calm
spotify:track:3Ro52fuPSWBfMqhbu9NTX8,0.322,0.052,0.17,Calm
spotify:track:5r4tOJk4xR3J4SQS52GO4l,0.301,0.0164,0.127,Calm
spotify:track:5uSiCZrctu6aXhcrPKDD8h,0.271,0.0179,0.36,Calm
spotify:track:3tRkhS5byc7Dt4zjwliaWY,0.183,0.0305,0.212,Calm
spotify:track:3qxuK06404vBqUlB3VcrHx,0.345,0.0311,0.187,Calm
spotify:track:5n3wnLgfqGMMCAvx4dxZxO,0.297,0.0912,0.227,Calm
spotify:track:73Nea4j1hzgzKdgOLaiiZd,0.255,0.0222,0.108,Calm
spotify:track:1jrfP4XxY3NWBqRJy6sFt7,0.316,0.0132,0.16,Calm
spotify:track:2zlwHdQh0b72gUeMhkRwkR,0.442,0.00993,0.177,Calm
spotify:track:2D81ZsdcSyofVfZULWD2rI,0.552,0.00664,0.171,Calm
spotify:track:4GlviVjDNvQruNqzTwcYai,0.35,0.063,0.143,Calm
spotify:track:7w8BJ0wsGFDSJuovWwwtF6,0.388,0.0522,0.498,Sad
spotify:track:6HgXeN1ZnCxTJshHSK73z9,0.28,0.0283,0.037,Calm
spotify:track:0BzV38nap8TF9v1Z8aX4Qk,0.438,0.0582,0.195,Calm
spotify:track:0o7F3b4QNRaSL3EKn4Jjel,0.311,0.0535,0.208,Calm
spotify:track:5FR4qwfIZJu9sUBjR77l99,0.444,0.00608,0.307,Calm
spotify:track:5NNEawn7c5bOVf2hveDZnr,0.438,0.0532,0.317,Calm
spotify:track:4JHlWtvac2EIxLMa8mMyQc,0.373,0.0475,0.339,Calm
spotify:track:0P6bBjhwWbNhAC20n03PzW,0.343,0.0201,0.317,Calm
spotify:track:7JdPDRXShJjWBhtZGDdgFx,0.396,0.0312,0.119,Calm
spotify:track:1QKnzkBw9Hb5wjQG6qV1mS,0.306,0.0452,0.179,Calm
spotify:track:6i653T49GCokF7aFcgG76h,0.253,0.00936,0.308,Calm
spotify:track:7eT3bmYGTxsRlXFqKf0bk5,0.454,0.0138,0.293,Calm
spotify:track:7sLmX8Xykhu6LXWHU3Srpe,0.456,0.0212,0.206,Calm
spotify:track:2dlIVDvA7Otn950xPFBNYM,0.413,0.0371,0.339,Calm
spotify:track:79XrQYbxrhehKlaT70VfxN,0.276,0.016,0.0351,Calm
spotify:track:2uz5jMm6bt6UkoLtj6eaug,0.429,0.0665,0.364,Calm
spotify:track:22MdrHbM2paKQswcbjHEsR,0.269,0.03,0.12,Calm
spotify:track:1HNWHlc0OfRnCCeoLAwKzJ,0.279,0.0283,0.154,Calm
spotify:track:29cTQB5qtEyaazYqjfVIt3,0.434,0.0358,0.106,Calm
spotify:track:4Js006shgozGVBa03rr3Wg,0.371,0.0297,0.502,Calm
spotify:track:2NBflxsb2XJnTEBrFXy5XF,0.601,0.0101,0.554,Sad
spotify:track:38GNL3kBcQafMTKT5tom7c,0.495,0.0113,0.144,Calm
spotify:track:21Z5allNDVFrsznZvpdIl0,0.444,0.0515,0.195,Calm
spotify:track:741SePkge5anOObH5JLG5r,0.405,0.0906,0.32,Calm
spotify:track:6dfDHPTRAVzPRlpB299l24,0.476,0.0157,0.309,Calm
spotify:track:0haQKlwgcSVo1tVJR6TX90,0.332,0.0505,0.127,Calm
spotify:track:4cYaNAmm0gtwTVAZKmANUF,0.359,0.0229,0.0793,Calm
spotify:track:7ywZFL0EYH5UFjDbmIGYUp,0.304,0.0553,0.271,Calm
spotify:track:71m2wUi0w4bQHDqloMQg5c,0.469,0.0655,0.0631,Calm
spotify:track:3hnm4zvIqFhz6FsWK2O6HM,0.378,0.213,0.216,Calm
spotify:track:5VKVUectaKrr9Mq9m3fnWT,0.51,0.108,0.286,Calm
spotify:track:7kE18LIKowFAQL4eOwBbNi,0.332,0.0462,0.186,Calm
spotify:track:0AlsRtqib2JbMHDWvcDrus,0.374,0.0573,0.534,Calm
spotify:track:4t4pUb2ZpeFJnGCkBL0f0c,0.23,0.0609,0.182,Calm
spotify:track:5nRqY2Ujz9GkqbZRx8oiU6,0.4,0.0826,0.203,Calm
spotify:track:4C9kR80niObXQuXV2xb430,0.316,0.0146,0.385,Calm
spotify:track:0i4LbBW7DOlVcXThcRlbsP,0.269,0.0323,0.134,Calm
spotify:track:64FQyOZ9XEu8BOjSLdKSxP,0.433,0.032,0.11,Calm
spotify:track:6a04n0DK9frDlgWEQkl2S8,0.556,0.0274,0.19,Calm
spotify:track:3AQim00WRlCfqWgwhSEVXe,0.505,0.0278,0.0886,Calm
spotify:track:4ynhellTDGYbADxBswSGAS,0.177,0.0193,0.28,Calm
spotify:track:6gzx7vC8xDp7jawrF0OIIJ,0.511,0.0105,0.281,Calm
spotify:track:5IsRo9BBiKznH7DtTQiOTv,0.263,0.0446,0.2,Calm
spotify:track:3z4hK6i9TGy2s7kmP6h2qO,0.394,0.0215,0.242,Calm
spotify:track:3ja48XMPsI7C2TxHxS0UZQ,0.407,0.0575,0.292,Calm
spotify:track:5tTv0eBtH62dVailpRZ46C,0.348,0.0511,0.133,Calm
spotify:track:1IftqSqlnSXAHG6Vahrsuj,0.499,0.0312,0.16,Calm
spotify:track:669Eej0mplxG7OhOxgNVl9,0.264,0.0387,0.268,Calm
spotify:track:08vlEPtp1Pxz4IJWsZnMJR,0.319,0.0295,0.0806,Calm
spotify:track:5nH4IicA1G7pxIfgHPZNp0,0.333,0.0719,0.181,Calm
spotify:track:7zhkMFOWQEwHxIrZzd8Ze5,0.434,0.0226,0.211,Calm
spotify:track:1be0V9RlpP8vsE78U54E8f,0.246,0.0361,0.139,Calm
spotify:track:1oc16fN8pHizHjXInRnSTG,0.406,0.0103,0.316,Calm
spotify:track:36TroPa4PgkiGIKPk3nKsM,0.505,0.0864,0.18,Sad
spotify:track:5RblS5gGs0nfWBKk153KCN,0.435,0.0506,0.163,Calm
spotify:track:4xmr3ICJGqZFJAOTWWo5ZV,0.429,0.092,0.213,Calm
spotify:track:4v2042FzylQz6ysJlMjAY4,0.299,0.0397,0.168,Calm
spotify:track:7azMv5J7HgganI20NqKa9P,0.392,0.0283,0.561,Sad
spotify:track:2USbdKxzXryyv1fakxIbD0,0.325,0.0334,0.169,Calm
spotify:track:7Iq80QalbsD8rTV6HZrXEI,0.305,0.0468,0.074,Calm
spotify:track:0tMRFAZNW3Mu4cMV0QUw0Q,0.438,0.0928,0.347,Calm
spotify:track:2bgfzRKACqBoOWoXYJGJdb,0.43,0.0187,0.298,Calm
spotify:track:0g9bBv0gQr8qdehaRoV1Rw,0.295,0.029,0.228,Calm
spotify:track:5D4IkgtTqwgA4hr0gqqeW2,0.343,0.0915,0.316,Calm
spotify:track:5iNgPime85h3uRUckmuiCW,0.556,0.0251,0.154,Calm
spotify:track:6BAlDSUzVokKprjwGFE3d3,0.351,0.0337,0.238,Calm
spotify:track:1oxnn6zzA7x9p8o46JetXm,0.304,0.0423,0.181,Calm
spotify:track:1ClMqo1ZdAfFu5QMgF7hPB,0.339,0.0259,0.148,Calm
spotify:track:66AEotuooy840dzHKyW9Ks,0.299,0.0197,0.193,Calm
spotify:track:2t9Fi5LCyFyha1EfaPqVD9,0.243,0.0101,0.127,Calm
spotify:track:3cn7PHrN7FdhOrH2wqPeKe,0.292,0.0747,0.409,Calm
spotify:track:2e68vzuzRv3GFUtYDO7NBE,0.368,0.0288,0.205,Calm
spotify:track:3sp6FlleWKCE9mxdnHXFlU,0.255,0.0329,0.0408,Calm
spotify:track:6L8CQvpOSN43vjNmYwTatw,0.398,0.0443,0.137,Calm
spotify:track:15hyn4FNUMbHexh7kLvb0e,0.505,0.041,0.235,Calm
spotify:track:2G4Oj5TrGOpEx6dUNJvlWe,0.362,0.0292,0.366,Calm
spotify:track:1IX1OcHSP4orBnAijqa7gT,0.386,0.157,0.251,Calm
spotify:track:6mVw4YqgAB21pd1kuRs1HQ,0.169,0.0629,0.43,Calm
spotify:track:7zE6q0FE26UZxgVt6HfZTK,0.462,0.0808,0.527,Sad
spotify:track:70vSsnVESDO3ASOxKlgRkI,0.516,0.0776,0.257,Calm
spotify:track:0DFAkAHNm5XxqEEYkFbHcI,0.419,0.0296,0.236,Calm
spotify:track:74kSL8wn4qNOURsSpye78o,0.331,0.0329,0.129,Calm
spotify:track:0GxXg9FfNq1yqwqrrY6W1F,0.28,0.135,0.538,Sad
spotify:track:0nE4j0wkGn5ijBPguBbZau,0.344,0.0165,0.0908,Calm
spotify:track:0KJa9LQdtvIkg7m7lGiSQu,0.366,0.0286,0.0538,Calm
spotify:track:5ehX9txsKfW0npyLGMHkcn,0.477,0.0971,0.331,Calm
spotify:track:5N56pgOicPJjfMsYV5ppyK,0.382,0.0292,0.19,Calm
spotify:track:20xYxo5QO7JqSeZ1V1WUiE,0.393,0.0936,0.374,Calm
spotify:track:2oDMesExAJ06YS6prXYydx,0.229,0.00604,0.274,Calm
spotify:track:0ubuJV6bCSUME2iCKovVwo,0.222,0.146,0.0907,Calm
spotify:track:51zL0hF9UCIToxItCojCRP,0.473,0.1,0.503,Sad
spotify:track:6EJ1ZUorVQzjUIq2kaIBur,0.357,0.0325,0.17,Calm
spotify:track:0e66Y7BTyvFt5iskJrTVpY,0.501,0.0258,0.156,Calm
spotify:track:2ECCRffnbDdRXwbkfBPTzP,0.285,0.0405,0.153,Calm
spotify:track:6ruIYimg1WHbK2ciDt1hWv,0.295,0.0316,0.127,Calm
spotify:track:38eJFgnWP7EfqIsuvNj90w,0.363,0.0176,0.167,Calm
spotify:track:7AqrZZG9hEeOJs9i6wzxFb,0.383,0.0424,0.299,Calm
spotify:track:2DfFinSzRS5nwkya1xdHaH,0.47,0.0393,0.199,Calm
spotify:track:1PZaY3NrqUG03f3QworoZL,0.278,0.026,0.194,Calm
spotify:track:03zca5jNCKSk4uttDewQ42,0.462,0.013,0.225,Calm
spotify:track:0RG3MSnGOZLDB7ksmWlzDc,0.505,0.123,0.651,Sad
spotify:track:1w3FLtV4CGE1gZCXP2NtWC,0.488,0.0452,0.0958,Calm
spotify:track:6DReunGeNcEntHHBqFXVK3,0.285,0.0175,0.297,Calm
spotify:track:08athgGdqnRmET0kInHb8n,0.569,0.0719,0.367,Sad
spotify:track:31wi1LOTXtipf1NXgJv50H,0.34,0.0422,0.275,Calm
spotify:track:0Kw8lbzKpIsKDwfQbXUchk,0.379,0.0236,0.325,Calm
spotify:track:6QUj5aZj21pFhsT94CCYz1,0.454,0.102,0.416,Calm
spotify:track:39HNrbxhyNy6v4pp48qxEf,0.325,0.00777,0.119,Calm
spotify:track:5CLTDDnoA0QbcKKIwpEDDa,0.557,0.0687,0.299,Sad
spotify:track:5ZrQJBEg0jYRb8OEOGnD83,0.283,0.0277,0.206,Calm
spotify:track:7a2UsjQknwvctwlSYhiikH,0.348,0.0614,0.353,Calm
spotify:track:6EsMDxk8tOh66QRuQmBpzv,0.424,0.0487,0.184,Calm
spotify:track:5fRCo9FZmnE92j7BnY3Win,0.369,0.0452,0.286,Calm
spotify:track:0I3MZaEMddQfkUjRTEYWA2,0.266,0.0327,0.234,Calm
spotify:track:3ljvffjEqf4o0gvOcvxF4O,0.46,0.0375,0.442,Calm
spotify:track:6C1203q8GhYKuu2U6Qqpnp,0.396,0.0499,0.344,Calm
spotify:track:5rqAxnEsenuRJjUAXbzima,0.508,0.124,0.524,Sad
spotify:track:0DZwhqf4al0ykWMR9azxz5,0.389,0.0679,0.192,Calm
spotify:track:3WO9w2dTOjfwn8cf04Ft0W,0.338,0.0405,0.152,Calm
spotify:track:67k8S3GXTelujadCL0MzZN,0.215,0.0382,0.326,Calm
spotify:track:3CyDX1BeiOFbTcgnPijESa,0.381,0.0577,0.213,Calm
spotify:track:2fhJokmG2tWLEIspaOyWzL,0.339,0.0659,0.163,Calm
spotify:track:0jyMAqJwPO3ov7Mo3vHAbb,0.37,0.0878,0.586,Sad
spotify:track:10J0Gos6S2zgLbTdmWMAAz,0.493,0.0899,0.619,Sad
spotify:track:0QXXalGnUnollbhAscrpy3,0.231,0.011,0.0367,Calm
spotify:track:0IBr2Sdv4JbwkEM8hEghn4,0.289,0.00495,0.288,Calm
spotify:track:33CNA3gUX4HkShLA3ILNjs,0.643,0.0481,0.433,Sad
spotify:track:3nFJ85TXhIoNVZTVVlGNn9,0.245,0.0588,0.163,Calm
spotify:track:5TKPsDdOCl2d78wM9TYNoP,0.335,0.0792,0.422,Calm
spotify:track:2ny13L1veunc7p6SCnvQ8K,0.456,0.114,0.215,Calm
spotify:track:7a27uUbJdvi6R0n0Z3LF56,0.378,0.0813,0.147,Calm
spotify:track:20odG080Gaefa2UXl1XZsy,0.449,0.0256,0.0966,Calm
spotify:track:218oB0WObOdE8kYYVvrPpU,0.228,0.0163,0.35,Calm
spotify:track:7xjXwre2UJf8M7GpTvEoIT,0.385,0.0205,0.153,Calm
spotify:track:7hwN6I5MdtK5JDvgH45i54,0.395,0.0205,0.115,Calm
spotify:track:1J2CNuJZnkGyg1UHcwqkBx,0.259,0.0251,0.0928,Calm
spotify:track:7DuRtVOXIo2EKXUmcMMKgx,0.503,0.0523,0.17,Calm
spotify:track:75Y41KT0PeczPom4iZFs87,0.462,0.0547,0.132,Calm
spotify:track:6b5jWO1oYGUG7LKNJ07De4,0.4,0.0067,0.119,Calm
spotify:track:7xDJKwrqDHATq89aKu8E2Q,0.301,0.071,0.138,Calm
spotify:track:1lrgqrIxD3tDYVv6n3i1aL,0.296,0.0204,0.0925,Calm
spotify:track:1GKz0TpC7HktxQTirXpyZi,0.493,0.0496,0.212,Calm
spotify:track:1amrAsnnNF1T3asupLTlyu,0.405,0.0399,0.0614,Calm
spotify:track:0NxO070mkE8Fpaa2AWbWod,0.294,0.109,0.321,Calm
spotify:track:5MEM7rEDW1wEJOqnpf1tuK,0.557,0.0982,0.833,Sad
spotify:track:42cskWMuFydbI9f9um1sTj,0.265,0.0119,0.35,Calm
spotify:track:0o56FySlmk0hN1FoVqfnue,0.3,0.0393,0.26,Calm
